Student_ID,Age,Gender,Study_Hours_per_Week,Attendance_Rate,Previous_Score,Assignment_Performance,Sleep_Hours_per_Night,Motivation_Level,Parental_Involvement,Internet_Access,Tutoring,Extracurricular_Activities,Family_Income,Distance_from_School,Learning_Difficulties,Academic_Support,Exam_Score
STU02293,20,Female,2.7,97.5,53.0,57.4,9.9,Medium,Medium,Yes,Yes,No,Medium,Moderate,No,No,63.9
STU02294,18,Female,16.9,74.5,46.4,82.4,6.5,High,Low,Yes,No,No,High,Moderate,No,No,66.0
STU02295,20,Male,20.2,81.2,51.4,66.7,6.2,Medium,Medium,Yes,No,Yes,Medium,Near,No,No,61.4
STU02296,21,Male,5.8,83.2,52.7,44.8,6.3,Medium,Medium,Yes,Yes,No,Low,Far,No,No,47.7
STU02297,17,Female,21.2,56.2,61.8,66.4,5.7,Medium,Low,Yes,Yes,No,Medium,Moderate,Yes,No,53.6
STU02298,21,Male,11.6,87.2,54.1,50.2,5.4,Low,Low,Yes,No,Yes,Low,Near,No,No,45.2
STU02299,21,Male,6.0,84.7,58.5,56.2,6.7,Medium,Low,Yes,No,No,High,Near,No,Yes,54.8
STU02300,17,Female,16.1,73.6,35.5,56.4,4.6,High,Medium,Yes,Yes,No,High,Far,No,Yes,62.7
STU02301,18,Female,7.8,93.7,47.3,57.9,6.1,Low,Low,Yes,No,Yes,Medium,Near,No,No,52.8
STU02302,18,Male,5.8,93.1,45.9,52.7,9.4,Medium,Low,Yes,Yes,Yes,Low,Moderate,No,No,43.8
STU02303,20,Female,17.3,89.0,48.5,85.7,8.3,Medium,High,No,No,Yes,High,Near,No,No,60.8
STU02304,16,Male,18.3,67.9,87.6,67.8,6.2,Low,Low,Yes,No,No,High,Near,No,No,68.1
STU02305,20,Female,12.1,75.3,44.9,68.2,7.4,Low,Medium,Yes,No,No,High,Near,No,No,55.5
STU02306,16,Male,17.2,88.0,63.5,75.6,6.9,Medium,,Yes,Yes,No,High,Near,No,No,74.2
STU02307,21,Male,24.1,79.6,57.1,81.3,5.9,High,Low,No,No,No,Medium,Near,No,No,58.0
STU02308,17,Female,21.7,82.7,44.7,69.8,4.0,High,High,Yes,No,Yes,Low,Moderate,Yes,Yes,51.7
STU02309,21,Male,8.4,74.0,56.6,61.0,5.7,Medium,Medium,Yes,No,No,Medium,Moderate,No,No,60.1
STU02310,15,Female,15.2,86.9,69.7,80.0,6.5,Medium,High,Yes,Yes,Yes,Medium,Near,No,No,71.5
STU02311,18,Male,9.4,100.0,63.2,68.8,10.0,High,Medium,Yes,No,No,Medium,Moderate,No,No,70.2
STU02312,16,Male,3.8,88.2,56.3,65.3,7.9,Medium,Medium,Yes,No,No,Medium,Moderate,No,No,60.7
STU02313,20,Female,20.1,94.7,72.1,66.9,6.9,High,High,Yes,Yes,No,Low,Moderate,Yes,No,68.6
STU02314,17,Male,23.0,93.8,54.6,90.5,7.8,High,Low,Yes,No,No,Medium,Moderate,No,No,77.5
STU02315,16,Male,11.2,81.4,49.8,60.7,7.4,Medium,Medium,Yes,Yes,No,Medium,Moderate,No,No,67.7
STU02316,20,Male,16.9,83.1,42.1,81.2,6.0,Medium,High,Yes,Yes,Yes,Low,Far,No,No,62.1
STU02317,18,Female,27.4,99.7,75.6,95.7,6.9,Medium,Low,Yes,Yes,Yes,Medium,Moderate,No,No,89.6
STU02318,21,Female,23.2,92.3,67.6,62.1,6.5,Medium,Medium,Yes,Yes,No,High,Near,No,No,77.9
STU02319,18,Other,10.3,94.6,62.7,63.7,4.7,Medium,Medium,Yes,Yes,No,High,Moderate,No,No,72.6
STU02320,19,Male,,86.7,54.2,56.0,6.2,Medium,Low,Yes,No,No,Medium,Near,No,No,67.0
STU02321,15,Male,9.3,81.1,63.1,58.5,6.9,High,Medium,Yes,No,No,Medium,Near,Yes,No,50.6
STU02322,19,Male,16.8,82.3,67.9,82.1,7.7,High,Medium,Yes,No,No,Low,Moderate,No,Yes,83.4
STU02323,17,Female,15.3,98.8,57.1,55.8,7.1,Medium,High,Yes,No,No,Medium,Moderate,No,No,66.0
STU02324,16,Male,5.8,85.0,72.0,57.6,8.5,Medium,Medium,Yes,No,No,Medium,Near,No,Yes,64.8
STU02325,17,Female,11.4,97.5,65.8,67.9,6.7,Low,Medium,Yes,Yes,Yes,Medium,Far,No,No,64.5
STU02326,21,Male,0.0,99.1,40.0,66.3,9.0,High,Medium,Yes,No,No,High,Near,Yes,No,59.6
STU02327,20,Other,6.7,94.2,66.9,43.0,7.3,High,Low,Yes,No,Yes,Medium,Near,No,No,65.2
STU02328,18,Female,18.3,93.0,46.9,74.8,7.7,Medium,Medium,Yes,No,No,Low,Far,No,No,62.5
STU02329,19,Female,16.1,100.0,52.5,67.0,7.4,Medium,High,Yes,No,No,Low,Moderate,No,No,60.0
STU02330,19,Male,22.6,76.5,41.6,83.5,6.3,High,Medium,Yes,No,No,Medium,Far,No,No,61.3
STU02331,21,Male,15.4,80.9,70.6,67.5,8.0,Medium,Low,No,No,No,Medium,Far,Yes,No,54.9
STU02332,19,Male,13.4,72.4,71.7,69.1,6.1,Medium,Medium,Yes,Yes,Yes,High,Far,No,No,76.0
STU02333,21,Male,29.9,70.0,46.4,87.2,5.6,Low,Medium,Yes,No,No,Medium,Near,No,No,64.9
STU02334,17,Male,12.3,84.6,67.8,73.9,7.4,Medium,,Yes,No,Yes,Medium,Near,No,No,71.8
STU02335,18,Female,11.9,87.7,69.9,74.6,6.9,Medium,High,No,No,Yes,Medium,Moderate,No,Yes,65.1
STU02336,16,Male,15.4,90.1,53.8,63.0,5.8,Medium,Medium,Yes,Yes,No,Medium,Moderate,No,No,68.0
STU02337,20,Female,8.8,78.0,52.7,45.1,7.2,High,Medium,Yes,No,No,Medium,Moderate,No,No,54.5
STU02338,16,Female,17.1,80.9,57.9,74.4,8.0,Low,High,Yes,No,Yes,Medium,Near,No,No,59.9
STU02339,17,Male,9.2,93.5,23.4,57.1,6.7,Medium,High,Yes,No,Yes,Medium,Near,No,Yes,43.7
STU02340,20,Other,11.5,70.4,53.7,58.5,9.4,Medium,Medium,Yes,Yes,No,Low,Moderate,Yes,Yes,50.3
STU02341,19,Male,9.0,85.1,77.7,66.3,8.7,High,Medium,No,No,No,High,Near,No,No,72.8
STU02342,15,Male,0.8,98.1,50.7,81.4,6.4,High,Low,No,Yes,Yes,Medium,Near,No,No,66.2
STU02343,17,Female,0.0,82.3,62.7,42.7,5.3,High,Low,Yes,No,Yes,Low,Near,No,No,51.6
STU02344,17,Female,3.6,80.8,58.9,49.5,6.8,Low,Medium,Yes,No,No,Low,Near,No,No,48.9
STU02345,18,Male,24.1,97.4,62.4,69.0,7.7,High,Medium,Yes,Yes,Yes,Low,Moderate,No,No,80.0
STU02346,16,Male,15.6,70.9,50.0,64.4,4.5,Low,High,Yes,No,Yes,Medium,Moderate,No,No,40.0
STU02347,17,Female,11.2,77.0,55.6,35.1,4.5,Low,Low,Yes,No,Yes,Low,Near,No,No,38.0
STU02348,17,Male,6.7,77.3,66.6,60.6,5.1,Low,Medium,Yes,Yes,Yes,Low,Near,No,No,55.7
STU02349,19,Female,25.1,91.9,65.9,63.6,8.7,Medium,Medium,Yes,Yes,No,Medium,Moderate,No,No,77.0
STU02350,19,Female,9.9,69.0,75.6,58.3,9.1,Low,High,Yes,Yes,Yes,Medium,Near,No,No,58.2
STU02351,20,Other,8.2,97.3,58.4,61.7,5.4,Medium,High,Yes,No,No,Low,Far,No,No,53.4
STU02352,21,Male,0.0,84.7,46.9,41.6,4.9,Medium,High,Yes,No,No,Medium,Moderate,Yes,No,42.6
STU02353,21,Male,0.0,95.5,68.6,62.8,7.3,High,Medium,Yes,No,Yes,Medium,Far,No,No,69.7
STU02354,15,Male,18.7,97.4,79.3,70.7,7.2,Medium,Low,Yes,Yes,No,High,Moderate,No,No,76.4
STU02355,21,Male,28.5,77.1,60.7,76.2,5.2,Medium,Medium,Yes,No,No,Medium,Near,No,No,69.2
STU02356,18,Male,17.4,85.2,57.2,70.5,5.5,High,Medium,Yes,Yes,No,Low,Moderate,No,No,69.9
STU02357,15,Male,17.3,82.7,51.2,90.6,6.0,Low,Medium,Yes,Yes,Yes,Medium,Near,No,No,60.7
STU02358,20,Female,29.4,84.3,73.1,79.7,6.4,Medium,High,Yes,Yes,No,Medium,Near,No,No,81.3
STU02359,19,Female,19.0,79.3,70.1,57.8,7.5,Medium,Medium,Yes,No,No,Low,Near,No,No,60.6
STU02360,21,Male,14.9,96.1,48.3,68.8,4.0,Low,High,No,No,No,High,Moderate,No,Yes,55.8
STU02361,16,Male,19.5,83.1,54.3,75.6,9.9,Low,Low,Yes,No,No,Medium,Near,No,No,63.5
STU02362,19,Male,22.2,81.7,68.1,82.4,7.6,High,Low,Yes,Yes,Yes,High,Near,No,No,82.5
STU02363,18,Male,19.1,96.2,69.5,50.6,7.1,Low,Low,Yes,No,Yes,Medium,Moderate,No,No,63.2
STU02364,19,Female,11.1,93.4,42.4,86.8,6.1,High,Medium,Yes,No,No,Medium,Far,No,No,60.0
STU02365,18,Female,18.3,87.9,44.4,64.7,5.7,Low,High,Yes,Yes,No,Medium,Near,No,No,55.1
STU02366,18,Female,9.5,81.1,64.5,84.3,5.8,High,Low,Yes,No,Yes,Medium,Moderate,No,No,71.7
STU02367,18,Female,14.8,99.6,60.5,58.6,6.3,Medium,Medium,No,Yes,No,Medium,Near,No,Yes,64.7
STU02368,20,Female,18.2,74.4,68.1,56.2,7.6,Medium,High,Yes,Yes,No,High,Far,No,No,75.3
STU02369,18,Female,29.7,95.7,62.2,91.6,8.7,Medium,Low,No,No,Yes,Medium,Near,Yes,No,78.5
STU02370,18,Male,18.5,91.3,54.9,65.2,4.9,Medium,Low,Yes,Yes,Yes,High,Far,No,No,66.2
STU02371,16,Female,15.1,72.3,59.6,74.4,6.3,Medium,Medium,Yes,No,No,High,Near,No,No,65.6
STU02372,15,Female,11.8,85.7,46.5,72.2,7.2,Medium,Low,Yes,Yes,No,High,Far,No,No,64.1
STU02373,17,Male,10.3,71.8,53.5,47.6,7.3,Low,Medium,Yes,Yes,No,Medium,Near,Yes,No,49.0
STU02374,15,Male,11.9,81.5,69.3,62.4,6.1,Medium,Low,Yes,No,Yes,Medium,Near,No,No,63.7
STU02375,18,Male,15.3,87.8,76.4,74.2,6.5,Medium,High,Yes,No,No,Low,Near,No,No,71.0
STU02376,16,Female,22.3,74.9,53.6,89.7,6.6,High,Medium,Yes,No,Yes,Medium,Near,No,No,72.3
STU02377,19,Male,,61.5,67.5,47.3,5.2,High,Medium,Yes,No,Yes,Low,Far,No,No,53.4
STU02378,16,Male,21.1,83.7,59.4,69.6,5.6,Low,Medium,No,No,No,Low,Moderate,No,No,56.7
STU02379,18,Male,10.5,87.1,68.9,65.3,4.2,High,High,Yes,No,Yes,Low,Moderate,No,Yes,65.0
STU02380,16,Female,9.4,81.2,61.7,52.6,8.7,Medium,High,Yes,No,Yes,High,Far,No,No,65.0
STU02381,21,Male,19.1,84.8,73.6,68.5,7.9,High,Low,No,Yes,No,High,Moderate,No,No,80.4
STU02382,16,Female,12.0,83.2,66.5,53.0,5.0,Medium,High,Yes,No,No,Medium,Far,No,Yes,66.0
STU02383,18,Female,18.8,74.8,56.3,66.9,5.3,Low,Medium,Yes,No,No,Medium,Near,No,No,55.8
STU02384,20,Female,18.1,100.0,59.1,80.4,5.0,High,High,Yes,No,Yes,Medium,Far,No,No,82.1
STU02385,21,Female,21.4,88.2,50.5,84.8,5.6,High,High,Yes,No,No,Medium,Near,No,No,75.9
STU02386,16,Male,25.5,80.7,56.4,70.8,7.4,High,Medium,No,Yes,Yes,Medium,Moderate,No,No,74.1
STU02387,17,Male,1.2,76.8,68.6,78.5,10.0,Medium,Medium,Yes,No,No,Medium,Moderate,No,No,57.2
STU02388,17,Female,16.6,81.0,54.5,78.9,6.3,Low,High,Yes,No,No,Medium,Moderate,No,Yes,53.4
STU02389,16,Male,9.1,81.4,67.9,57.0,7.7,Low,High,Yes,No,Yes,Medium,Moderate,No,Yes,63.1
STU02390,20,Male,18.3,85.4,53.6,65.2,6.8,High,Medium,No,Yes,Yes,Medium,Near,No,No,77.4
STU02391,19,Female,3.8,96.5,42.5,57.5,7.4,Medium,Medium,Yes,No,No,Medium,Far,No,Yes,49.8
STU02392,18,Male,15.4,77.0,70.8,67.6,6.6,High,High,No,No,No,High,Far,No,No,71.6
STU02393,17,Female,0.0,86.8,50.4,43.9,8.7,High,High,Yes,No,No,Low,Far,No,No,51.6
STU02394,19,Male,15.3,93.0,38.5,59.5,7.9,Medium,High,Yes,Yes,No,Medium,Far,No,No,60.4
STU02395,16,Female,15.0,78.3,54.6,63.5,7.0,High,Low,Yes,No,No,Medium,Moderate,Yes,No,55.2
STU02396,19,Female,9.6,78.2,73.5,72.1,8.0,Low,High,Yes,No,No,Low,Far,No,No,64.2
STU02397,21,Female,11.8,69.9,70.6,74.5,8.4,Medium,Low,Yes,No,No,Medium,Far,No,Yes,64.9
STU02398,15,Male,12.0,100.0,43.8,82.5,5.9,High,Medium,Yes,No,Yes,Low,Moderate,No,No,72.3
STU02399,17,Female,2.6,90.1,39.8,62.5,7.7,Medium,Medium,No,No,Yes,Medium,Moderate,Yes,No,40.5
STU02400,16,Female,4.6,79.3,59.9,61.0,8.3,Medium,High,Yes,No,Yes,Medium,Far,No,No,56.3
STU02401,18,Male,16.5,78.9,70.0,76.9,7.7,Medium,Medium,Yes,No,Yes,Medium,Moderate,No,No,68.2
STU02402,20,Male,23.5,74.7,59.2,74.4,8.1,Medium,Low,Yes,No,No,Medium,Moderate,No,No,61.2
STU02403,21,Female,21.3,86.6,58.9,78.6,7.1,Medium,Medium,Yes,No,No,Low,Near,No,No,67.4
STU02404,16,Female,0.0,81.6,57.2,50.4,7.8,Medium,Medium,Yes,Yes,No,Medium,Far,No,No,52.8
STU02405,18,Male,24.9,75.8,57.0,77.7,9.3,Low,High,Yes,No,Yes,Low,Far,No,No,63.4
STU02406,20,Female,25.4,77.3,67.3,72.7,5.5,High,High,Yes,No,Yes,High,Near,No,No,77.1
STU02407,20,Male,9.0,92.3,64.4,59.1,7.0,Medium,High,No,No,Yes,High,Near,No,No,60.0
STU02408,16,Male,9.2,81.2,69.2,59.9,5.8,Medium,High,Yes,No,No,Medium,Near,No,No,54.5
STU02409,21,Female,10.9,72.7,60.3,59.2,6.1,Medium,,Yes,No,Yes,High,Moderate,No,No,62.7
STU02410,19,Female,17.7,85.6,58.0,80.0,7.7,Medium,Medium,Yes,No,No,Medium,Near,No,No,65.3
STU02411,19,Female,12.6,78.1,71.0,61.9,4.5,Medium,Low,Yes,Yes,No,High,Moderate,No,No,69.9
STU02412,20,Other,18.1,91.5,42.3,61.8,,Medium,Medium,Yes,No,No,Medium,Far,No,Yes,58.2
STU02413,19,Male,4.6,100.0,68.3,46.1,8.8,Medium,Medium,No,No,No,Low,Moderate,No,No,57.9
STU02414,15,Male,6.4,65.6,72.9,54.7,5.0,Medium,Low,Yes,Yes,Yes,High,Near,No,No,58.3
STU02415,20,Male,8.0,77.9,75.7,50.1,9.2,High,High,Yes,No,Yes,Low,Far,No,Yes,66.4
STU02416,20,Female,8.5,86.4,51.4,60.9,7.0,High,Medium,Yes,No,Yes,Low,Moderate,No,No,57.9
STU02417,18,Female,18.4,84.2,65.8,78.6,6.9,Low,High,Yes,No,No,Low,Near,No,No,64.5
STU02418,19,Male,17.0,97.5,48.3,61.7,6.0,Medium,Medium,Yes,No,No,Medium,Moderate,No,No,59.7
STU02419,21,Male,20.3,84.8,44.0,84.4,6.5,High,High,Yes,No,Yes,Medium,Moderate,No,No,73.0
STU02420,20,Male,23.7,87.0,65.0,64.8,7.3,High,Low,No,No,No,Medium,Far,No,No,74.4
STU02421,21,Female,18.2,89.3,44.4,73.3,6.7,Medium,Low,Yes,No,No,High,Far,No,No,64.9
STU02422,15,Male,0.7,78.2,65.2,36.2,5.7,High,Low,Yes,No,Yes,Low,Near,No,No,63.8
STU02423,18,Male,11.7,90.2,78.6,78.8,7.9,High,Medium,Yes,No,No,High,Near,No,No,88.3
STU02424,16,Female,12.7,89.1,58.7,68.0,8.9,Medium,High,Yes,No,Yes,High,Near,No,No,63.3
STU02425,21,Female,17.1,86.0,42.6,80.4,4.6,Medium,High,Yes,No,No,Low,Moderate,No,No,53.4
STU02426,20,Female,7.5,65.8,58.9,66.4,10.0,Medium,Medium,Yes,No,No,Medium,Moderate,No,No,52.2
STU02427,15,Female,26.8,77.4,81.9,100.0,7.4,Medium,High,No,No,No,High,Moderate,No,No,85.0
STU02428,17,Male,11.8,86.9,65.9,62.6,7.7,Medium,High,Yes,No,No,Medium,Near,No,Yes,59.8
STU02429,15,Female,12.4,84.0,53.9,73.2,9.3,Medium,Medium,Yes,No,Yes,Medium,Far,No,No,63.4
STU02430,15,Female,13.4,92.5,35.7,62.5,4.0,Medium,Medium,No,No,Yes,Medium,Far,No,Yes,44.5
STU02431,18,Other,10.9,92.6,64.2,54.2,4.6,Low,Medium,No,No,Yes,Medium,Near,No,No,56.8
STU02432,16,Male,1.1,88.4,56.6,53.1,4.0,Medium,Medium,No,Yes,Yes,Low,Moderate,No,Yes,51.3
STU02433,17,Male,24.9,92.6,49.5,93.0,5.1,High,High,Yes,No,No,Medium,Moderate,No,No,70.2
STU02434,19,Male,9.9,90.0,83.4,58.4,7.9,Medium,Low,Yes,No,Yes,Low,Near,Yes,No,61.9
STU02435,19,Male,20.0,79.7,53.6,67.1,5.2,Medium,High,Yes,No,No,Medium,Near,No,No,53.9
STU02436,21,Female,11.6,84.9,62.1,58.3,5.6,Medium,Medium,No,No,No,High,Near,No,No,61.1
STU02437,15,Male,10.0,74.0,55.0,50.7,5.9,Medium,High,Yes,No,No,Medium,Near,Yes,Yes,46.5
STU02438,18,Male,5.0,99.9,59.7,51.7,6.8,Medium,Medium,Yes,No,No,High,Moderate,No,Yes,61.9
STU02439,18,Male,0.7,72.5,58.9,40.4,6.7,High,Medium,No,No,Yes,Medium,Near,No,No,48.3
STU02440,19,Male,11.4,64.2,66.1,66.7,5.8,Medium,High,Yes,Yes,No,Medium,Near,No,No,68.2
STU02441,21,Male,11.1,100.0,33.5,69.3,5.4,Medium,Medium,Yes,Yes,No,Medium,Moderate,No,No,56.3
STU02442,21,Male,26.5,84.1,63.2,97.9,6.5,Medium,Medium,Yes,No,Yes,High,Near,No,No,87.9
STU02443,21,Male,15.6,93.9,60.9,74.0,7.0,Medium,Low,Yes,Yes,Yes,Medium,Moderate,No,No,62.8
STU02444,17,Female,24.1,92.3,84.3,75.4,9.1,Medium,Medium,Yes,No,Yes,Low,Moderate,No,No,75.4
STU02445,16,Female,3.0,95.5,64.8,43.0,5.5,Medium,High,Yes,No,No,High,Moderate,No,No,67.7
STU02446,17,Male,15.4,90.9,59.9,70.2,6.8,Low,Medium,Yes,Yes,Yes,Medium,Far,Yes,No,57.4
STU02447,20,Other,19.4,91.0,71.8,63.6,4.0,High,High,Yes,No,No,Low,Near,No,No,73.0
STU02448,20,Female,15.9,61.6,69.1,80.4,,Low,Low,No,Yes,Yes,Medium,Moderate,Yes,No,51.5
STU02449,16,Female,,75.4,51.8,64.5,6.8,High,Low,No,Yes,Yes,High,Near,No,No,77.2
STU02450,19,Male,13.0,58.7,68.2,79.4,8.2,High,Medium,Yes,No,Yes,Medium,Far,No,No,67.2
STU02451,16,Male,,76.8,46.1,58.6,8.8,Low,High,Yes,Yes,Yes,Medium,Far,No,Yes,43.3
STU02452,18,Male,4.1,79.7,64.6,48.3,7.7,High,High,Yes,No,No,High,Near,No,No,63.8
STU02453,20,Male,20.7,83.8,60.2,78.4,7.2,Medium,Medium,Yes,No,No,Medium,Moderate,No,No,64.6
STU02454,15,Male,9.7,75.5,53.6,60.1,4.1,Low,Medium,Yes,No,Yes,Medium,Near,Yes,Yes,39.3
STU02455,15,Female,11.6,81.5,56.8,59.3,6.7,High,Medium,Yes,Yes,No,Low,Far,No,No,58.8
STU02456,19,Male,9.7,79.8,53.0,72.1,5.5,Medium,Medium,Yes,No,Yes,Low,Near,Yes,No,44.9
STU02457,18,Male,7.9,88.5,57.2,59.8,5.3,Medium,Low,Yes,No,No,Medium,Far,No,No,58.4
STU02458,17,Female,3.3,92.6,65.2,49.5,4.1,High,High,Yes,Yes,No,High,Near,No,No,72.2
STU02459,18,Male,27.3,87.1,60.9,96.4,6.7,Low,Medium,Yes,Yes,Yes,Low,Moderate,No,Yes,77.0
STU02460,15,Female,0.0,91.3,69.3,60.9,5.7,High,Medium,Yes,No,No,Medium,Far,No,No,65.7
STU02461,15,Female,20.5,86.9,57.7,65.4,5.8,Low,Low,Yes,No,No,Low,Far,No,Yes,57.1
STU02462,20,Female,23.7,96.9,66.6,74.6,5.4,Medium,Medium,Yes,No,Yes,Medium,Near,No,Yes,72.9
STU02463,18,Other,16.1,100.0,50.0,63.4,9.0,Low,High,Yes,No,No,Low,Moderate,No,No,50.3
STU02464,18,Male,13.6,60.5,81.4,94.7,5.4,Medium,Low,Yes,No,No,Low,Near,No,No,69.8
STU02465,15,Female,16.9,96.3,59.5,70.3,6.4,Medium,Low,Yes,No,No,Low,Moderate,No,No,63.0
STU02466,17,Female,11.8,72.1,51.7,64.6,6.7,Low,Medium,Yes,No,No,Medium,Near,No,No,51.3
STU02467,19,Female,22.9,86.9,75.0,72.6,6.6,Low,High,Yes,Yes,No,Medium,Near,No,No,75.1
STU02468,21,Female,24.0,87.6,67.0,67.7,9.6,High,High,No,Yes,Yes,Low,Moderate,No,No,75.4
STU02469,19,Female,19.3,91.1,41.2,85.6,4.0,Medium,Medium,Yes,No,Yes,High,Near,No,Yes,62.1
STU02470,18,Male,1.8,84.5,56.7,53.3,7.3,Medium,High,Yes,No,No,Low,Moderate,No,No,55.2
STU02471,19,Female,20.4,85.0,50.9,88.7,8.3,Medium,Medium,Yes,No,Yes,Medium,Near,No,No,63.6
STU02472,15,Male,25.3,88.4,61.0,79.4,7.4,Medium,Medium,Yes,Yes,Yes,High,Near,No,No,75.5
STU02473,15,Female,19.9,81.5,72.3,70.2,10.0,High,Low,Yes,No,Yes,Medium,Moderate,No,No,67.6
STU02474,18,Female,22.9,66.0,45.6,66.8,9.0,High,Medium,Yes,No,Yes,Medium,Near,No,No,63.1
STU02475,18,Male,9.2,85.0,50.0,56.6,5.9,High,Medium,No,No,Yes,Low,Near,No,No,54.6
STU02476,21,Male,11.2,77.5,63.0,63.6,6.7,High,Low,Yes,Yes,No,Medium,Moderate,No,No,69.4
STU02477,21,Male,25.5,76.7,69.8,87.1,8.1,Low,Medium,Yes,No,No,Medium,Moderate,No,No,72.0
STU02478,20,Female,20.3,75.7,72.5,79.5,6.8,Low,Medium,Yes,No,No,High,Moderate,No,No,75.8
STU02479,18,Female,13.0,65.3,89.5,68.2,6.8,Low,High,Yes,No,No,Low,Near,No,No,55.7
STU02480,17,Female,12.8,81.0,80.2,64.4,10.0,High,High,Yes,No,No,Medium,Near,No,No,69.9
STU02481,19,Female,15.2,85.0,49.9,75.8,8.5,Medium,Medium,Yes,No,Yes,Medium,Far,No,Yes,58.1
STU02482,18,Female,12.6,92.7,60.4,70.5,10.0,Low,Low,Yes,No,No,High,Far,No,No,56.8
STU02483,16,Male,15.0,79.1,49.4,78.6,6.9,Medium,Medium,No,No,Yes,Low,Near,No,No,58.6
STU02484,20,Male,40.0,100.0,55.5,100.0,7.2,High,Low,Yes,No,No,High,Moderate,No,No,92.7
STU02485,16,Female,9.4,90.8,67.2,83.5,7.5,Low,Medium,No,No,Yes,Medium,Near,No,No,59.9
STU02486,15,Male,0.7,73.8,62.1,46.5,8.0,Medium,Medium,Yes,No,No,Medium,Near,No,No,54.7
STU02487,21,Male,9.7,80.1,63.7,64.5,6.5,Low,Low,Yes,No,No,Low,Near,No,No,61.4
STU02488,19,Male,19.4,100.0,49.4,100.0,5.6,High,Medium,Yes,No,Yes,Medium,Moderate,No,No,76.4
STU02489,18,Male,19.8,92.6,49.3,70.4,5.8,Medium,,Yes,No,Yes,Medium,Near,No,No,59.8
STU02490,16,Female,6.4,79.7,66.6,72.7,6.8,Medium,High,Yes,No,No,Medium,Far,No,Yes,60.9
STU02491,19,Male,12.0,93.9,75.0,62.7,4.5,High,High,Yes,No,No,Low,Moderate,No,No,72.7
STU02492,15,Female,21.9,72.4,47.1,75.6,7.6,High,High,Yes,Yes,Yes,Low,Near,No,No,67.5
STU02493,21,Male,,79.5,51.8,66.1,4.0,Medium,Medium,Yes,No,No,High,Moderate,No,No,58.4
STU02494,17,Male,6.8,61.7,62.0,56.9,4.7,Medium,Medium,Yes,No,No,High,Near,No,No,53.6
STU02495,20,Male,8.5,91.0,70.1,70.6,8.8,High,Medium,Yes,No,No,Medium,Moderate,No,No,76.8
STU02496,19,Female,26.3,73.3,70.4,89.4,7.1,Medium,Medium,Yes,No,No,Low,Near,No,No,71.3
STU02497,19,Female,11.4,84.2,55.7,54.9,7.6,High,Low,Yes,No,No,Medium,Near,No,Yes,57.9
STU02498,17,Female,15.4,69.5,49.5,70.4,7.5,High,High,Yes,No,Yes,Medium,Near,No,No,61.3
STU02499,19,Female,2.2,87.0,44.6,63.8,9.9,High,Medium,Yes,No,Yes,High,Near,No,No,54.8
STU02500,15,Female,13.1,84.3,57.2,47.4,8.8,Low,Low,Yes,Yes,No,Medium,Near,No,Yes,54.2
STU02501,15,Female,37.6,70.3,52.2,96.1,9.5,Medium,High,Yes,No,No,High,Near,No,No,73.5
STU02502,17,Female,29.3,80.2,53.9,87.7,6.2,Medium,Medium,Yes,No,No,High,Far,Yes,No,68.7
STU02503,20,Female,17.0,86.3,64.6,79.4,6.8,High,High,Yes,No,No,High,Near,No,No,73.1
STU02504,18,Male,27.9,89.5,55.1,87.4,4.8,Medium,Medium,Yes,Yes,No,Low,Near,No,No,79.6
STU02505,16,Female,19.8,100.0,40.2,76.4,8.4,Medium,Low,Yes,No,No,Low,Far,No,No,59.9
STU02506,18,Female,33.6,97.2,70.0,87.2,8.1,Medium,Medium,Yes,No,Yes,Medium,Moderate,No,No,82.5
STU02507,19,Female,20.3,78.0,47.8,76.8,5.9,High,Medium,Yes,No,No,Medium,Moderate,Yes,No,60.8
STU02508,16,Male,25.7,77.9,66.8,83.8,6.2,Medium,High,Yes,Yes,No,Low,Near,No,No,74.2
STU02509,17,Female,0.0,70.7,67.1,66.8,7.7,High,Medium,Yes,No,No,Low,Moderate,No,No,58.8
STU02510,17,Female,18.1,74.9,59.2,63.8,6.7,High,Medium,Yes,Yes,No,Medium,Near,No,No,76.0
STU02511,20,Male,10.1,93.6,64.1,51.2,6.0,Low,High,Yes,No,Yes,Medium,Moderate,No,No,56.7
STU02512,16,Female,19.5,69.1,66.5,67.2,6.4,Medium,High,No,No,No,Medium,Far,No,No,62.2
STU02513,15,Male,19.2,83.5,37.2,69.4,6.4,Medium,Low,Yes,No,Yes,Medium,Moderate,No,No,53.0
STU02514,16,Male,26.1,82.0,49.1,83.6,,Medium,Medium,Yes,No,Yes,Medium,Near,No,No,68.2
STU02515,19,Male,23.4,77.4,62.8,89.0,6.7,Medium,Low,Yes,No,Yes,Medium,Moderate,No,No,65.7
STU02516,15,Male,3.7,72.0,49.7,56.4,4.0,Medium,Low,Yes,Yes,Yes,Low,Moderate,No,No,49.5
STU02517,21,Female,0.2,66.1,65.4,44.9,6.9,Low,High,Yes,Yes,No,Medium,Moderate,No,No,53.9
STU02518,21,Male,13.4,72.1,52.5,52.7,5.9,High,High,Yes,Yes,No,Medium,Moderate,No,Yes,65.4
STU02519,21,Male,21.0,84.2,47.7,75.3,8.0,Medium,Medium,Yes,No,Yes,Low,Moderate,No,No,59.8
